Date,Australian Dollar,U.S. Dollar,New Zealand Dollar,Euro
2014-12-22,0.8161,1.0,0.7746,1.2259
2014-12-23,0.8118,1.0,0.7727,1.2213
2014-12-24,0.8112,1.0,0.7707,1.2219
2014-12-25,0.8112,1.0,0.7707,1.2219
2014-12-26,0.8112,1.0,0.7707,1.2219
2014-12-27,0.8112,1.0,0.7707,1.2219
2014-12-28,0.8112,1.0,0.7707,1.2219
2014-12-29,0.8137,1.0,0.7756,1.2197
2014-12-30,0.813,1.0,0.7788,1.216
2014-12-31,0.8202,1.0,0.7829,1.2141
